Object_ID,Class_Label,Confidence_Score,X_Min,Y_Min,X_Max,Y_Max,OUT_Prob,FAR_Prob,FAD_Prob,NEG_Prob,CLU_Prob,RAD_Prob,REFL_Prob,TEXT_Prob
0,train,0.8542,269,662,522,771,0.9875,0.0199,0.2462,0.0136,0.4174,0.7309,0.9832,0.1304
1,train,0.9744,270,674,460,758,0.9312,0.0139,0.2836,0.0144,0.4934,0.7732,0.9860,0.1737
